"rank","property_id","address","latitude","longitude","price","currency","bedrooms","bathrooms","area_sqft","land_area_sqft","listing_agent_name","listing_broker_name","other_agents","redfin_estimate","estimate_mortgage","days_on_market","year_built","property_type","property_style","sold_date","status","mls_number","image_urls","description","input_url","property_url","listing_page_url"
"658","1926218","1883 Grand View Dr, Oakland, CA 94618","37.8554221","-122.2270964","1250000","USD","3","3.5","1854","1860","Andrew de Vries","Berkshire Hathaway-Franciscan","","1219261","","","1994","Townhouse","Contemporary","24-03-2021","Closed","421517316","https://ssl.cdn-redfin.com/photo/9/bigphoto/316/421517316_1.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/316/421517316_1_2.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/316/421517316_2_2.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/316/421517316_3_1.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/316/421517316_4_1.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/316/421517316_5_1.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/316/421517316_6_1.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/316/421517316_7_1.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/316/421517316_8_1.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/316/421517316_9_1.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/316/421517316_10_2.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/316/421517316_11_2.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/316/421517316_12_2.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/316/421517316_13_2.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/316/421517316_14_2.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/316/421517316_15_2.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/316/421517316_16_2.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/316/421517316_17_2.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/316/421517316_18_2.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/316/421517316_19_2.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/316/421517316_20_2.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/316/421517316_21_2.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/316/421517316_22_2.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/316/421517316_23_2.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/316/421517316_24_2.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/316/421517316_25_2.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/316/421517316_26_2.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/316/421517316_27_2.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/316/421517316_28_2.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/316/421517316_29_2.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/316/421517316_30_2.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/316/421517316_31_2.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/316/421517316_32_2.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/316/421517316_33_2.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/316/421517316_34_2.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/316/421517316_35_2.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/316/421517316_36_2.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/316/421517316_37_2.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/316/421517316_38_2.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/316/421517316_39_2.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/316/421517316_40_2.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/316/421517316_41_2.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/316/421517316_42_2.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/316/421517316_43_2.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/316/421517316_44_2.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/316/421517316_45_2.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/316/421517316_46_2.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/316/421517316_47_2.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/316/421517316_48_2.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/316/421517316_49_2.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/316/421517316_50_2.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/316/421517316_51_2.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/316/421517316_52_2.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/316/421517316_53_2.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/316/421517316_54_2.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/316/421517316_55_2.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/316/421517316_56_1.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/316/421517316_57_0.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/316/421517316_58_0.jpg","Welcome to 1883 Grandview, a stunning Hiller Highlands 3BD/3.5 Townhome w/views to the Bay & beyond, that features the size, amenities & modern conveniences perfect for today's At-Home Lifestyles. The home greets visitors with an impressive open-concept main living-level that boasts a large FLR w/FP & sliding doors to the view deck, an elevated FDR, & a modern kitchen w/rear patio, PLUS the 1st of 2 Primary Suites w/views, a 2nd full BD & full guest BA. The home's top flr includes a 2nd Primary Suite w/FP & views. Vaulted ceilings, parquet flrs, modern touches, AC & fresh paint & carpets run thru-out. Outback is a private patio & terraced yrd. The home's ground flr, which includes a 400 Sq Ft+ unwarranted home office/gym/media room, PLUS a wine cellar, lndry, storage & a 2-car grg, completes this rare offering. Wonderful area, w/exclusive opportunity to join the Highland Country Club, and just minutes to Rockridge/Elmwood shopping & dining, BART & Public Transit & easy freeway access!","https://www.redfin.com/city/13654/CA/Oakland/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo,viewport=38.74419:37.07354:-120.67884:-123.98848","https://www.redfin.com/CA/Oakland/1883-Grand-View-Dr-94618/home/1926218","https://www.redfin.com/city/13654/CA/Oakland/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo,viewport=38.74419:37.07354:-120.67884:-123.98848/page-6"
"539","12114893","288 3RD St #101, Oakland, CA 94607","37.7952885","-122.2715475","985000","USD","3","2","1400","","FELICIA DUNCAN","WINKLER REAL ESTATE GROUP","","929634","","","2006","Condo/Co-op","","","Sold","40944220","https://ssl.cdn-redfin.com/photo/10/bigphoto/220/40944220_1.jpg | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | |","Do you want to live or work in the heart of Jack London Square? Why set boundaries by choosing just one when you can LIVE and WORK in this amazing first floor live/work unit at 288 Third. Unit 101 is the only three-bedroom unit in the complex on the first floor that has street access and the convenience of not sharing the elevator with your neighbors. The spacious unit offers a clean, modern design in an open, inviting floor plan. Once inside you’re greeted by tall ceilings, exposed concrete, warm woods and a feeling of calm. The updated kitchen with solid stone counter tops, SS appliances and a raised-seating breakfast bar is integrated with the light-filled living space, offering the ideal flow for quiet enjoyment or casual entertaining. The split bedroom design maximizes privacy while affording a generously proportioned master suite with spacious closets and built-in organizers and a large in suite bath. The building offers a spectacular rooftop deck with views and a BBQ.","https://www.redfin.com/city/13654/CA/Oakland/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo,viewport=38.74419:37.07354:-120.67884:-123.98848","https://www.redfin.com/CA/Oakland/288-3rd-St-94607/unit-101/home/12114893","https://www.redfin.com/city/13654/CA/Oakland/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo,viewport=38.74419:37.07354:-120.67884:-123.98848/page-5"
"16","533137","2266 E 19th St, Oakland, CA 94606","37.7872693","-122.2331046","400000","USD","3","1","1441","7492","Marcus-Lavar Hughes","CA Urban RE Brokerage","","509560","","","1895","Single Family Residential","","01-03-2021","Sold","40935292","https://ssl.cdn-redfin.com/photo/10/bigphoto/292/40935292_0.jpg","Great opportunity to build a dream home or build a great income producing property. Bring your vision and contractors. Sold As Is.","https://www.redfin.com/city/13654/CA/Oakland/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo,viewport=38.74419:37.07354:-120.67884:-123.98848","https://www.redfin.com/CA/Oakland/2266-E-19th-St-94606/home/533137","https://www.redfin.com/city/13654/CA/Oakland/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo,viewport=38.74419:37.07354:-120.67884:-123.98848"
"621","611501","24 Joaquin Miller Ct, Oakland, CA 94611","37.8162751","-122.2016753","1200000","USD","3","1.5","1386","6384","GEORGIA RUDDEROW","RED OAK REALTY","","1201133","","","1953","Single Family Residential","","","Sold","40941849","https://ssl.cdn-redfin.com/photo/10/bigphoto/849/40941849_1.jpg | | | | | | | | | | | | | | | | | | | | | | | | | | | | | |","Just a short distance from the Palos Colorados trail, this home is a nature lovers delight. The simple but striking exterior stands out against the verdant background of trees. As you go up the front steps, your first encounter will be a beautiful brick patio that provides ample space for outdoor living during the warmer months. Once inside, you will notice how open and airy the home feels - it is a true Mid-century modern. Blonde hardwood floors throughout, tons of natural light, and a clean and crisp interior make this split-level home a dream come true. The main level boasts a beautiful open concept living/dining/kitchen combo with a half bathroom, bedroom with an office nook, and a beautifully updated kitchen. Up just a few more stairs, you will find two more bedrooms and a spa-like full bath. The backyard boasts a wrap-around brick patio perfect for lounging or spending time with loved ones. This home is truly the one you’ve been waiting for!","https://www.redfin.com/city/13654/CA/Oakland/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo,viewport=38.74419:37.07354:-120.67884:-123.98848","https://www.redfin.com/CA/Oakland/24-Joaquin-Miller-Ct-94611/home/611501","https://www.redfin.com/city/13654/CA/Oakland/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo,viewport=38.74419:37.07354:-120.67884:-123.98848/page-6"
"835","1843868","6326 Roanoke Rd, Oakland, CA 94618","37.8513892","-122.2418358","1780000","USD","3","2","1393","3570","THERESA HOPE BRODERICK","Compass","","1786783","","","1929","Single Family Residential","","","Sold","40936598","https://ssl.cdn-redfin.com/photo/10/bigphoto/598/40936598_1.jpg | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | |","Pristine, chic Mediterranean in the heart of Rockridge, perched above the street for privacy. Entrance includes terrace and custom tile work with peek-of-the-bay views. Blocks to College Ave, Market Hall, award winning Chabot Elementary, Zachary's & Trader Joes. Urban Dweller’s dream location. 3BD/2Bath. Additional living room w/fireplace & closet can be used as home office, guest room or additional bedroom. Formal dining room w/built ins and barn door. Grand living room with vaulted ceilings and fireplace. Living room opens to serene garden, ideal for entertaining and play. Custom kitchen w/concrete counters, stainless appliances and office nook. Newer spa like bathroom w/spa tub. Large two car garage and additional utility room with interior access. The best of Rockridge living! All information and images should be independently reviewed and verified for accuracy.","https://www.redfin.com/city/13654/CA/Oakland/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo,viewport=38.74419:37.07354:-120.67884:-123.98848","https://www.redfin.com/CA/Oakland/6326-Roanoke-Rd-94618/home/1843868","https://www.redfin.com/city/13654/CA/Oakland/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo,viewport=38.74419:37.07354:-120.67884:-123.98848/page-8"
"952","631829","65 HILLER Dr, Oakland, CA 94618","37.8541604","-122.2314868","3410000","USD","5","3.5","4816","34441","David Gunderman","Keller Williams Realty","ANDREW RASKOPF - Keller Williams Realty","3352355","","","1993","Single Family Residential","","","Sold","40943469","https://ssl.cdn-redfin.com/photo/10/bigphoto/469/40943469_1.jpg | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | |","Reminiscent of a Tuscan villa, grand in scale, private, with modern, versatile open layout and terraced garden, 65 Hiller Drive is an expansive 5BD/3.5BA, 4816 square foot, level-in, level-out Contemporary with optional 2-bedroom full service in-law, nestled on a hillside in the coveted Claremont Hills neighborhood. Large high-ceilinged rooms bathed in natural light blend a modern aesthetic with a quiet hilltop setting and gorgeous bay and bridge views. Enjoying gleaming hardwood floors, vaulted ceilings, skylights, and tall windows overlooking the bay, the home is perfect for elegant entertaining with its gracious open common area and many outdoor spaces. The home also features a spacious chef's kitchen with breakfast nook, family room, opulent owner's suite, and wood-paneled library. A lush gated courtyard, wrap-around patio, and tranquil gardens are ideal for alfresco entertaining.","https://www.redfin.com/city/13654/CA/Oakland/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo,viewport=38.74419:37.07354:-120.67884:-123.98848","https://www.redfin.com/CA/Oakland/65-Hiller-Dr-94618/home/631829","https://www.redfin.com/city/13654/CA/Oakland/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo,viewport=38.74419:37.07354:-120.67884:-123.98848/page-9"
"580","2040776","77 Starview Dr, Oakland, CA 94618","37.8529838","-122.2258015","1065000","USD","3","2.5","1873","1770","Saraya Motley","Compass","Simon Motley - Compass","1184711","","","1995","Townhouse","","","Sold","40922247","https://ssl.cdn-redfin.com/photo/10/bigphoto/247/40922247_0.jpg | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | |","This freshly painted, sun-drenched, end unit in sought after Hiller Highlands awaits new owners. On the second story main level, the open floor plan boasts a living and dining room with soaring ceilings, blonde wood floors, a stone fireplace with a gas starter, and a sunny deck perfect for dining al fresco. The kitchen was refreshed with new stone counters with a subway tile backsplash and features a gas stove and breakfast bar. The master suite is a true escape with vaulted ceilings and a private bath. Downstairs, both of the generously sized bedrooms have plenty of closet space. The back patio is perfect for barbecues and gardening. An attached two-car garage with interior access provides ample parking and storage. Convenient to Rockridge and Elmwood shops, freeway access, and public transit. Information regarding membership to Highland Country Club Available.","https://www.redfin.com/city/13654/CA/Oakland/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo,viewport=38.74419:37.07354:-120.67884:-123.98848","https://www.redfin.com/CA/Oakland/77-Starview-Dr-94618/home/2040776","https://www.redfin.com/city/13654/CA/Oakland/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo,viewport=38.74419:37.07354:-120.67884:-123.98848/page-6"
"474","1862989","29 Thousand Oaks St, Oakland, CA 94605","37.766483","-122.128353","875000","USD","3","2.5","1636","2477","Richard Sarro","Corcoran Global Living","","885048","","","1977","Townhouse","Contemporary","22-04-2021","Closed","421531048","https://ssl.cdn-redfin.com/photo/9/bigphoto/048/421531048_0.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/048/421531048_1_0.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/048/421531048_2_1.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/048/421531048_3_1.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/048/421531048_4_1.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/048/421531048_5_1.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/048/421531048_6_1.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/048/421531048_7_1.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/048/421531048_8_1.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/048/421531048_9_1.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/048/421531048_10_1.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/048/421531048_11_1.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/048/421531048_12_1.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/048/421531048_13_2.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/048/421531048_14_2.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/048/421531048_15_2.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/048/421531048_16_2.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/048/421531048_17_2.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/048/421531048_18_2.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/048/421531048_19_2.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/048/421531048_20_2.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/048/421531048_21_2.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/048/421531048_22_2.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/048/421531048_23_2.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/048/421531048_24_2.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/048/421531048_25_2.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/048/421531048_26_2.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/048/421531048_27_2.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/048/421531048_28_2.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/048/421531048_29_2.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/048/421531048_30_1.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/048/421531048_31_1.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/048/421531048_32_1.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/048/421531048_33_1.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/048/421531048_34_1.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/048/421531048_35_1.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/048/421531048_36_1.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/048/421531048_37_1.jpg | https://ssl.cdn-redfin.com/photo/9/bigphoto/048/421531048_38_1.jpg","Overlooking the Sequoyah Heights community w/ stunning panoramic S.F. Bay views, this townhome is located in one of the most highly sought-after communities in Oakland, surrounded by hiking/biking trails, Sequoyah Golf Club, Chabot Regional & Knowland Park, The Equestrian Center & more! Nicely updated, this 3 beds, 2.5 baths townhome w/ 1,636 sq ft offers an open concept living style that is great for entertaining or relaxing while you soak in the serene location & sunset views. With street level entry, the main level features kitchen w/ breakfast bar, eat-in dining area, dining/living room area w/ gas burning fireplace, remodeled half bath, new vinyl flooring throughout, a rear yard patio, 2 car garage & laundry area. The upper-level features 3 bedrooms, 2 remodeled bathrooms, & a master bedroom ensuite w/ a vaulted ceiling that's engulfed in natural light & sweeping views. A well-maintained community clubhouse & heated pool is open year-round. A hidden gem & much to appreciate!","https://www.redfin.com/city/13654/CA/Oakland/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo,viewport=38.74419:37.07354:-120.67884:-123.98848","https://www.redfin.com/CA/Oakland/29-Thousand-Oaks-St-94605/home/1862989","https://www.redfin.com/city/13654/CA/Oakland/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo,viewport=38.74419:37.07354:-120.67884:-123.98848/page-5"
"585","579946","3800 Columbian Dr, Oakland, CA 94605","37.7735557","-122.1632738","1096000","USD","2","1","1148","4815","Michael Hocking","The GRUBB Company","","1097945","","","1938","Single Family Residential","","","Sold","40943080","https://ssl.cdn-redfin.com/photo/10/bigphoto/080/40943080_1.jpg | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | |","Here's the house you've been waiting for - a delightful and private two-level bungalow surrounded by wonderful fruit trees and mature landscaping, is nestled within one of the Oakland’s great nooks, the ""King Estates"" neighborhood. The corner orientation provides this 2 bed, 1 bath, 1148 square foot home with ample light, which flows seamlessly inside-out, highlighted by a vaulted living room ceiling, a wood fireplace, hardwood floors throughout, and dining which opens to the lovely patio. Upstairs there is a walk-in closet and an extra room which could be used as an office or storage. A one-car garage and a level private back garden with towering landscaping provides you with ultimate privacy. Expansive area for outdoor entertaining, while also being fenced in to keep your pooch safe. Located near Mills College, and just a quick drive from public transportation, and Leona Canyon, with its miles of hiking trails. Just an 8 Minute drive to Montclair Village, with all its restaurants.","https://www.redfin.com/city/13654/CA/Oakland/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo,viewport=38.74419:37.07354:-120.67884:-123.98848","https://www.redfin.com/CA/Oakland/3800-Columbian-Dr-94605/home/579946","https://www.redfin.com/city/13654/CA/Oakland/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo,viewport=38.74419:37.07354:-120.67884:-123.98848/page-6"
"450","537701","3009 Davis St, Oakland, CA 94601","37.7901165","-122.2215801","840000","USD","2","1","1210","4138","Cristian Hernandez","Compass","","867313","","","1938","Single Family Residential","","","Sold","40942640","https://ssl.cdn-redfin.com/photo/10/bigphoto/640/40942640_1.jpg | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | |","Fantastic Cul-de-sac bungalow in the sausal creek featuring 2Beds 1Bath plus a detached bonus room, fantastic kitchen with tons of light overlook the manicured backyard. Cozy living room with original and well maintained hardwood flooring and plenty of natural light. Book your in person appointment today.","https://www.redfin.com/city/13654/CA/Oakland/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo,viewport=38.74419:37.07354:-120.67884:-123.98848","https://www.redfin.com/CA/Oakland/3009-Davis-St-94601/home/537701","https://www.redfin.com/city/13654/CA/Oakland/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo,viewport=38.74419:37.07354:-120.67884:-123.98848/page-5"
"217","1547296","10709 Pearmain St, Oakland, CA 94603","37.7330703","-122.1752037","630000","USD","3","2","1106","4500","Tuny Taing","Pegasus Realty","Bryan Taing - Pegasus Realty","650816","","","1943","Single Family Residential","","","Sold","40937548","https://ssl.cdn-redfin.com/photo/10/bigphoto/548/40937548_1.jpg | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | |","WELCOME HOME! Renovations in this charmer boasts a contemporary design, yet maintains its original Oakland Bungalow exterior and charm. An open concept floor plan awaits that brings together the living room, kitchen and dining area. 2 spacious guest bedrooms with ample closet space. A remodeled guest bath. The master suite features a large walk-in closet and the master bath features newly renovated shower, floors and dual vanity sinks. Featuring all new wood flooring, energy efficient recessed lighting throughout the home, all new electrical and plumbing and enlarged Millgard double pane windows. The kitchen design was crafted with earthy color palettes in mind. All appliances are included, including stacked washer and ventless dryer! Smart lock and security cameras also included! Private front and back back yard, and private driveway parking in rear for TWO cars! HBX-2 Zoning provides development potential for 4-Units.","https://www.redfin.com/city/13654/CA/Oakland/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo,viewport=38.74419:37.07354:-120.67884:-123.98848","https://www.redfin.com/CA/Oakland/10709-Pearmain-St-94603/home/1547296","https://www.redfin.com/city/13654/CA/Oakland/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo,viewport=38.74419:37.07354:-120.67884:-123.98848/page-3"
"814","1987477","926 Mountain Blvd, Oakland, CA 94611","37.8414128","-122.2207379","1660926","USD","3","2","1720","6305","JILL CARRIGAN","The GRUBB Company","","1655367","","","1994","Single Family Residential","","","Sold","40941013","https://ssl.cdn-redfin.com/photo/10/bigphoto/013/40941013_3.jpg | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | |","Welcome home to this charming yet sophisticated Cape Code style home in the most desirable area of Montclair~The Glen Highlands. Gently perched slightly higher than the street offering optimum sunshine and privacy. Have a seat on the garden bench and enjoy the spring gardens of blossoming flowers and a lush lawn for play. The perfect sanctuary escape. This special home offers it all. Recently renovated with designer finishes, rich materials and top of the line appliances. Restoration Hardware inspired bathrooms of Carrara marble, vaulted beamed ceilings in the casually elegant living room with a glass door that leads you to an expansive peaceful patio hide away. The perfect spot for dinners al- fresco or a morning cup of tea surrounded by trumpet vines and flowers. Location! location! Just a 1-mile stroll to the heart of Montclair- FAB shops, dining, top ranked schools, TransBay Bus to SF, Lake Temescal Park and mins to fwy. Relax, you are home. https://www.926mountain.com/mls","https://www.redfin.com/city/13654/CA/Oakland/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo,viewport=38.74419:37.07354:-120.67884:-123.98848","https://www.redfin.com/CA/Oakland/926-Mountain-Blvd-94611/home/1987477","https://www.redfin.com/city/13654/CA/Oakland/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo,viewport=38.74419:37.07354:-120.67884:-123.98848/page-8"
"815","1987477","926 Mountain Blvd, Oakland, CA 94611","37.8414128","-122.2207379","1660926","USD","3","2","1720","6305","JILL CARRIGAN","The GRUBB Company","","1655367","","","1994","Single Family Residential","","","Sold","40941013","https://ssl.cdn-redfin.com/photo/10/bigphoto/013/40941013_3.jpg | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | |","Welcome home to this charming yet sophisticated Cape Code style home in the most desirable area of Montclair~The Glen Highlands. Gently perched slightly higher than the street offering optimum sunshine and privacy. Have a seat on the garden bench and enjoy the spring gardens of blossoming flowers and a lush lawn for play. The perfect sanctuary escape. This special home offers it all. Recently renovated with designer finishes, rich materials and top of the line appliances. Restoration Hardware inspired bathrooms of Carrara marble, vaulted beamed ceilings in the casually elegant living room with a glass door that leads you to an expansive peaceful patio hide away. The perfect spot for dinners al- fresco or a morning cup of tea surrounded by trumpet vines and flowers. Location! location! Just a 1-mile stroll to the heart of Montclair- FAB shops, dining, top ranked schools, TransBay Bus to SF, Lake Temescal Park and mins to fwy. Relax, you are home. https://www.926mountain.com/mls","https://www.redfin.com/city/13654/CA/Oakland/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo,viewport=38.74419:37.07354:-120.67884:-123.98848","https://www.redfin.com/CA/Oakland/926-Mountain-Blvd-94611/home/1987477","https://www.redfin.com/city/13654/CA/Oakland/filter/sort=lo-price,property-type=house+condo+townhouse+multifamily+manufactured,include=mlsfsbo+foreclosed+sold-3mo,viewport=38.74419:37.07354:-120.67884:-123.98848/page-8"
